probe_id,mean_tumor,mean_normal,mean_difference_tumor_minus_normal,t_statistic,p_value,fdr_bh,entrez_id,gene_symbol,minus_log10_fdr
gene_79666,6.268110872357142,5.2467979462884315,1.0213129260687106,6.241124634902601,3.715359691484832e-07,3.6583784892338796e-06,79666,PLEKHF2,5.436711365212136
gene_683,4.135209936872852,5.273865950406671,-1.1386560135338195,-7.546123481942554,3.8399425047131703e-07,3.7576240346616987e-06,683,BST1,5.425086674964586
gene_794,4.73648323284268,7.631451342329304,-2.8949681094866238,-7.65175014475124,3.976443019180802e-07,3.876786484255654e-06,794,CALB2,5.411528117296391
gene_1446,3.1258368433508648,5.595858388821934,-2.4700215454710697,-7.7141938665828365,4.008363650403609e-07,3.903088501508915e-06,1446,CSN1S1,5.408591601093541
gene_7022,5.770934503527955,4.464228589835797,1.3067059136921575,6.977066205947446,4.080190601838057e-07,3.963255250026462e-06,7022,TFAP2C,5.401947956404594
gene_2108,7.077317833810812,9.051068911239938,-1.9737510774291254,-7.356462732403849,4.0960082365403536e-07,3.973731823582208e-06,2108,ETFA,5.400801445597712
gene_133,7.4010631321133244,10.025920748909622,-2.624857616796297,-7.2427754617097655,4.125476947936262e-07,3.997409994828548e-06,133,ADM,5.398221305990573
gene_4883,4.342194538162113,6.736942616998296,-2.394748078836183,-7.980554122414104,4.175878884756786e-07,4.041288670701512e-06,4883,NPR3,5.393480126638495
gene_1666,8.40279168794955,9.796146070932071,-1.3933543829825208,-7.228006899676853,4.261057265267489e-07,4.11183603196317e-06,1666,DECR1,5.385964212065654
gene_27074,5.760245516375062,4.375817499928435,1.384428016446627,5.905565630856009,4.264396239303325e-07,4.11183603196317e-06,27074,LAMP3,5.385964212065654
gene_4222,5.142000080575596,6.988721074108515,-1.8467209935329185,-7.033217859360043,4.29029121245518e-07,4.1310099384664545e-06,4222,MEOX1,5.383943760187793
gene_6386,9.427333355008809,10.689981768088357,-1.262648413079548,-6.716978288701549,4.29474377546025e-07,4.1310099384664545e-06,6386,SDCBP,5.383943760187793
gene_80704,3.0897559030675934,7.281055484194383,-4.191299581126789,-8.078935747103822,4.327566839301275e-07,4.1575176800440595e-06,80704,SLC19A3,5.381165895246327
gene_4223,3.511404956799718,6.478198026838938,-2.96679307003922,-7.389943143056962,4.409391077406728e-07,4.2207225864582945e-06,4223,MEOX2,5.374613191586322
gene_65108,9.787292071540055,7.494829715372408,2.292462356167647,7.618122510056457,4.496698143789367e-07,4.2578447531780134e-06,65108,MARCKSL1,5.370810177577656
gene_1843,6.539842617383993,7.60575453854927,-1.0659119211652772,-7.377372327457546,4.512955527745318e-07,4.268120934443686e-06,1843,DUSP1,5.369763283620229
gene_2878,6.355867573152518,10.47107855112858,-4.115210977976061,-7.623019959839196,4.539392373972615e-07,4.287988226945184e-06,2878,GPX3,5.367746415707955
gene_5733,3.9052027984787454,5.243043592601618,-1.3378407941228723,-7.754626473487777,4.5609103266781077e-07,4.298032082312294e-06,5733,PTGER3,5.366730347076499
gene_2038,3.398145877938494,4.898272187634181,-1.5001263096956867,-7.938244340368734,4.6323299550007053e-07,4.338405751932981e-06,2038,EPB42,5.362669832777124
gene_8322,5.890230201960749,7.464913190701812,-1.5746829887410625,-7.6472220721468815,4.6384496466841367e-07,4.338405751932981e-06,8322,FZD4,5.362669832777124
gene_2162,6.138262793131207,8.729167249384469,-2.590904456253262,-7.427304861978634,4.642209523088981e-07,4.338405751932981e-06,2162,F13A1,5.362669832777124
gene_55353,7.4509761246964,6.29769833428045,1.1532777904159497,6.06554874598471,4.744366468900011e-07,4.4234075566591955e-06,55353,LAPTM4B,5.354243044475331
gene_4128,5.071012333966699,8.954576037474997,-3.8835637035082975,-7.768728178564174,4.787087294677872e-07,4.457975043168768e-06,4128,MAOA,5.350862367135375
gene_5138,5.816500549257394,7.473864806198961,-1.657364256941567,-7.700160938459265,4.806618137603205e-07,4.470890863681096e-06,5138,PDE2A,5.349605931312815
gene_6241,7.921699614985557,4.6450625370518805,3.2766370779336764,7.411516073981921,4.886247704030357e-07,4.523645734903602e-06,6241,RRM2,5.344511413782139
gene_83660,4.751321084962049,6.208792760835202,-1.457471675873153,-7.873756637288072,5.020224405030932e-07,4.620595818942805e-06,83660,TLN2,5.335302019206874
gene_26064,6.826447395101351,5.7314975981048315,1.0949497969965192,6.796570553054631,5.103268148118204e-07,4.677873655820995e-06,26064,RAI14,5.329951512180725
gene_8908,4.862515039262347,8.656347221365177,-3.79383218210283,-7.847534864986189,5.106150552510697e-07,4.677873655820995e-06,8908,GYG2,5.329951512180725
gene_11130,8.081499072288874,5.66710063240938,2.414398439879495,7.38666365220431,5.148742396940353e-07,4.711427428579139e-06,11130,ZWINT,5.326847494052417
gene_25805,7.647034121468311,5.63816312833099,2.0088709931373208,6.480057663694708,5.195411206465105e-07,4.740190064044219e-06,25805,BAMBI,5.324204244378501
gene_650,3.7981938754605076,5.9335592562567525,-2.135365380796245,-7.6538400347165725,5.202931662745646e-07,4.740190064044219e-06,650,BMP2,5.324204244378501
gene_4969,3.7567155812663056,6.934824144387564,-3.1781085631212584,-7.490032307571077,5.295454299633085e-07,4.812221243291424e-06,4969,OGN,5.317654414056252
gene_481,9.45195491527284,7.426602432209358,2.0253524830634815,6.917191110324826,5.493261530238604e-07,4.964968265668604e-06,481,ATP1B1,5.304083523017352
gene_847,6.439352205822732,8.006607310370057,-1.5672551045473258,-7.556514769906502,5.691752816092844e-07,5.078844292506801e-06,847,CAT,5.294235101591893
gene_316,4.3828915565646325,6.212103772347838,-1.8292122157832056,-7.730487056372355,5.712574749027185e-07,5.091670744138565e-06,316,AOX1,5.293139688016625
gene_23179,7.92561074794999,9.348201098425005,-1.4225903504750148,-6.906339264555622,5.787043612747322e-07,5.134863304479281e-06,23179,RGL1,5.289471113293682
gene_9444,5.284922221974519,6.465667569309388,-1.1807453473348692,-7.57940739652756,5.863511138995642e-07,5.1852348784600876e-06,9444,QKI,5.285231566351357
gene_1066,5.183487526242786,9.06904119405461,-3.8855536678118234,-7.60419738260681,5.915999671754966e-07,5.22579971005022e-06,1066,CES1,5.281847239554519
gene_7049,7.168817032529522,9.417743054477555,-2.2489260219480327,-6.475201078904347,6.010026313423194e-07,5.291101203690408e-06,7049,TGFBR3,5.27645393157247
gene_91851,5.4689875121397105,10.08645244517186,-4.617464933032149,-7.354492524004041,6.199284468815163e-07,5.439527716692594e-06,91851,CHRDL1,5.26443880598901
gene_26577,4.861615041596355,9.88117653988453,-5.019561498288175,-7.493108919964515,6.32375377818311e-07,5.536439421985812e-06,26577,PCOLCE2,5.256769447639065
gene_6711,4.920467480674751,6.4352932043516455,-1.5148257236768945,-7.726976317283491,6.510416997244546e-07,5.6854095187257326e-06,6711,SPTBN1,5.245238247719016
gene_4692,7.3298413867016645,9.75167136276964,-2.4218299760679756,-7.287125609023516,6.720686280158633e-07,5.851517040177809e-06,4692,NDN,5.232731525923578
gene_687,4.676135086704464,5.7064498794346,-1.0303147927301355,-7.535756730549092,7.03747914419604e-07,6.080412779181196e-06,687,KLF9,5.216066936905628
gene_7431,7.677142845998008,9.442746218301998,-1.7656033723039908,-7.033297264557913,7.072649632275491e-07,6.1041217645988585e-06,7431,VIM,5.2143768116904745
gene_1365,7.361770442031192,5.1838191932559585,2.1779512487752335,6.719560924791969,7.282869381427366e-07,6.244605809460577e-06,1365,CLDN3,5.204494971249703
gene_22808,5.990115881951188,7.961994463809609,-1.9718785818584212,-7.357789601354423,7.358552842629707e-07,6.2890142638795235e-06,22808,MRAS,5.201417420263161
gene_8639,6.667404783365004,10.443054063159334,-3.7756492797943295,-7.416719222985344,7.500643946863499e-07,6.396607478226896e-06,8639,AOC3,5.194050298535266
gene_287,3.5856641326850314,4.738743717404804,-1.153079584719773,-7.592290048228417,7.525305396728302e-07,6.410715935055383e-06,287,ANK2,5.193093466693118
gene_3679,5.056166791637159,7.627481648748236,-2.5713148571110773,-7.602510423551126,7.543481228009743e-07,6.419274919999239e-06,3679,ITGA7,5.192514024271807
gene_51076,5.451643324717857,7.287560779249651,-1.8359174545317938,-7.281278150774085,7.689805089668248e-07,6.522705777992498e-06,51076,CUTC,5.185572210911232
gene_5519,5.164287159501385,7.416815382748782,-2.2525282232473964,-7.663404171261748,8.031903143007617e-07,6.79099990581704e-06,5519,PPP2R1B,5.168066275556394
gene_22800,4.86565858489638,6.807539031871249,-1.941880446974869,-7.0014646358642505,8.180864644196509e-07,6.894801290845233e-06,22800,RRAS2,5.161478245736568
gene_23460,3.105522768408196,5.198021868289715,-2.0924990998815187,-7.57069209437112,8.225607138774223e-07,6.92511935766525e-06,23460,ABCA6,5.159572736930853
gene_1952,6.159965412656429,5.04287226339414,1.1170931492622884,6.245971958089699,8.255068792322761e-07,6.927766020507209e-06,1952,CELSR2,5.159406788675262
gene_1979,5.688266098709894,6.857726350928672,-1.1694602522187783,-7.5313939314574,8.308394844035077e-07,6.965116144728768e-06,1979,EIF4EBP2,5.157071637230794
gene_5793,3.6690042993726832,4.767258908538089,-1.098254609165406,-7.161632510894992,8.361764089734899e-07,7.002423225518187e-06,5793,PTPRG,5.15475164407763
gene_8802,9.813881676594246,11.021092562645023,-1.2072108860507775,-7.281487637198485,8.491346459307698e-07,7.0896455147054035e-06,8802,SUCLG1,5.149375479183098
gene_6643,5.90319180201889,7.290674313507488,-1.3874825114885976,-6.968773594948475,8.541150564752364e-07,7.114922574878631e-06,6643,SNX2,5.1478298215791245
gene_10395,4.937460354515644,6.346284459132325,-1.4088241046166807,-7.209478770623932,8.713114534892199e-07,7.242891103373021e-06,10395,DLC1,5.1400880443532975
gene_55024,3.797600284195744,5.28367087098173,-1.4860705867859862,-7.334560665029285,8.761306865405533e-07,7.267651293708771e-06,55024,BANK1,5.138605918575223
gene_38,5.7829436529141995,6.930721980741346,-1.1477783278271465,-7.17654010462977,8.81771159283977e-07,7.296292114237714e-06,38,ACAT1,5.1368977869244405
gene_10391,3.0860003901832145,4.691034626565626,-1.6050342363824117,-7.530244003740478,8.82214717091874e-07,7.296292114237714e-06,10391,CORO2B,5.1368977869244405
gene_2719,4.623980000068438,7.535101427673525,-2.911121427605087,-7.367868873331737,9.132242546266535e-07,7.520054159318752e-06,2719,GPC3,5.123779031614664
gene_9459,7.968135657866609,9.700267300304976,-1.7321316424383664,-6.628089790836935,9.555534431511185e-07,7.811599938472445e-06,9459,ARHGEF6,5.107260006674867
gene_4001,5.784752947377604,4.6421736599497905,1.1425792874278136,6.606546281404654,9.706416776173682e-07,7.926300793129072e-06,4001,LMNB1,5.100929450760668
gene_3202,4.762119407859835,6.294957739934926,-1.532838332075091,-6.478847525605536,9.773649356800437e-07,7.95695968769619e-06,3202,HOXA5,5.09925284219724
gene_9590,4.019529523854195,6.755599076304221,-2.736069552450026,-7.517074941913483,9.955670619768815e-07,8.071686945637199e-06,9590,AKAP12,5.093035690232342
gene_11157,6.246701538021693,7.331070766727607,-1.0843692287059143,-6.897220982571302,9.965745909759898e-07,8.071686945637199e-06,11157,LSM6,5.093035690232342
gene_23743,3.9225180474585684,7.176352019846116,-3.253833972387548,-7.561236291057567,9.975897757302655e-07,8.071686945637199e-06,23743,BHMT2,5.093035690232342
gene_51099,4.373284751103498,5.6086742643887995,-1.2353895132853019,-7.38939835160834,1.004146524809583e-06,8.116422831546853e-06,51099,ABHD5,5.090635336130532
gene_2247,3.84170337768439,6.163214308084252,-2.3215109303998624,-7.371996492758314,1.01499481638338e-06,8.178993943856685e-06,2247,FGF2,5.087300113382755
gene_2512,11.512185702975511,12.727816638529006,-1.215630935553495,-6.586186977080846,1.0324013705131278e-06,8.310778412785088e-06,2512,FTL,5.080358296968617
gene_902,6.7719308815195705,8.379585849129972,-1.6076549676104017,-6.978819954762441,1.050744573347144e-06,8.432652333051215e-06,902,CCNH,5.074035804682966
gene_9588,9.886287186908037,11.239529509963873,-1.3532423230558361,-7.035826521120213,1.0615138077357196e-06,8.501799735992879e-06,9588,PRDX6,5.070489129265104
gene_3251,8.220090064125978,7.190396142661849,1.029693921464129,6.10261902397899,1.083105988142329e-06,8.657174077287421e-06,3251,HPRT1,5.062623849660109
gene_999,6.7859436786097325,4.602103105338394,2.183840573271339,7.122639348182347,1.0999606917201231e-06,8.774130891428092e-06,999,CDH1,5.056795891129964
gene_7494,9.333526790318516,7.147455030349461,2.186071759969055,6.388952361718297,1.107258566578447e-06,8.810177188116336e-06,7494,XBP1,5.055015357076334
gene_55885,3.3012011763917544,4.425795243659468,-1.1245940672677133,-7.146477012133019,1.1117035852101894e-06,8.832115907851977e-06,55885,LMO3,5.053935240134553
gene_56301,4.212663125560347,6.479425990797003,-2.2667628652366556,-7.473547867629924,1.1484145345617574e-06,9.069029579434197e-06,56301,SLC7A10,5.042439181610725
gene_26136,7.476330750223952,6.248081223590998,1.228249526632954,6.497280765498056,1.2092977780130113e-06,9.474032294611856e-06,26136,TES,5.023465139204028
gene_25803,7.784300487316312,6.672979617464947,1.1113208698513644,6.492096692695111,1.2511755201597495e-06,9.744115466175089e-06,25803,SPDEF,5.011257578362105
gene_25816,5.479470571834987,6.877722768730445,-1.3982521968954575,-6.494644887882138,1.2928536566904095e-06,9.980122509173182e-06,25816,TNFAIP8,5.000864127577224
gene_4882,4.918466087303072,6.009634584077862,-1.0911684967747899,-7.316984588683894,1.3442074370255871e-06,1.0346204805254447e-05,4882,NPR2,4.985218928893153
gene_788,5.549739055828043,6.833431173848465,-1.2836921180204222,-6.929071323791676,1.354081849741131e-06,1.0412058780336623e-05,788,SLC25A20,4.982463388785643
gene_4147,4.631961746438087,5.950927131340755,-1.3189653849026683,-6.507867367486225,1.3577414345804614e-06,1.0430042907472668e-05,4147,MATN2,4.981713904954074
gene_2028,3.29997369411761,4.4453057083917376,-1.1453320142741275,-7.124649602609714,1.3633942334031302e-06,1.0463288883561242e-05,2028,ENPEP,4.980331783970089
gene_1842,5.19889897785134,7.533888926676896,-2.334989948825556,-7.18878963472376,1.3661844474460096e-06,1.04643633186044e-05,1842,ECM2,4.9802871902233745
gene_64102,3.1608725392217405,6.4631498621992645,-3.302277322977524,-7.302069683058501,1.3840690556453736e-06,1.0557530971634784e-05,64102,TNMD,4.9764376358523466
gene_55120,7.565266369762608,6.448221588378179,1.117044781384429,6.460783818769375,1.3850325549719686e-06,1.0557530971634784e-05,55120,FANCL,4.9764376358523466
gene_4641,7.731798146448534,8.834040542341913,-1.1022423958933798,-6.9954922889859015,1.3901800038279847e-06,1.0584179421004274e-05,4641,MYO1C,4.975342806680378
gene_154,4.452719152364252,6.670813613508732,-2.2180944611444797,-7.075984708743747,1.405461102597667e-06,1.0681044124868969e-05,154,ADRB2,4.971386290799558
gene_217,8.527690530046678,11.16125856398476,-2.633568033938081,-6.857697256986927,1.4776659392954543e-06,1.1151701424101671e-05,217,ALDH2,4.952658866900383
gene_3161,5.050591017985016,3.8177078147076857,1.2328832032773303,6.343987333332794,1.4785145164332837e-06,1.1151701424101671e-05,3161,HMMR,4.952658866900383
gene_7704,4.571582335184683,7.274395296556885,-2.702812961372202,-6.907166616445485,1.4856186422328863e-06,1.1194590093237693e-05,7704,ZBTB16,4.950991804139812
gene_9397,3.9865659910172497,5.7950129381824755,-1.8084469471652258,-7.097206681821031,1.4941241153853224e-06,1.124032086487207e-05,9397,NMT2,4.949221291271012
gene_57099,6.433799747008039,7.444226321260337,-1.010426574252298,-6.363241946217229,1.4951731290750862e-06,1.124032086487207e-05,57099,AVEN,4.949221291271012
gene_150,5.374827949010352,8.114467995675154,-2.7396400466648023,-6.834130669239636,1.495957607823293e-06,1.124032086487207e-05,150,ADRA2A,4.949221291271012
gene_48,5.039393516493638,6.795151765145204,-1.7557582486515662,-7.233829549179524,1.5100918060250064e-06,1.1314226747798364e-05,48,ACO1,4.946375121836476
gene_10631,6.272541298811644,4.939856272787049,1.3326850260245955,6.198667570158468,1.557233972539546e-06,1.1612348140835501e-05,10631,POSTN,4.935079952397949
gene_115207,8.19883597411392,9.48623128869936,-1.2873953145854404,-6.123582194819387,1.5646673368320582e-06,1.1645785069710427e-05,115207,KCTD12,4.933831229331901
gene_9144,8.203868901626748,7.116004551167076,1.0878643504596726,6.074624184375912,1.6159412454015695e-06,1.200478646748466e-05,9144,SYNGR2,4.920645560456423
gene_5919,8.289459994022184,11.142889347351709,-2.853429353329524,-6.90311729478152,1.6197838156061202e-06,1.2022023300602944e-05,5919,RARRES2,4.920022434634456
gene_9079,5.149717165179245,7.1116901619549315,-1.9619729967756863,-6.787219357375765,1.6214830779831926e-06,1.2023335086228426e-05,9079,LDB2,4.91997504908503
gene_10810,5.109910130831172,8.116613046028409,-3.006702915197237,-7.098784223671094,1.6462055302989088e-06,1.218377232687018e-05,10810,WASF3,4.914218225078103
gene_3880,7.436543523092912,5.057921717797246,2.3786218052956656,6.911039216768115,1.6541131970187216e-06,1.2230835128143114e-05,3880,KRT19,4.912543888085418
gene_4337,3.985598449380011,5.428301661919093,-1.4427032125390822,-7.193862750618038,1.6613070549232719e-06,1.2261067114700072e-05,4337,MOCS1,4.911471730318591
gene_7386,8.825409308995175,9.826542631542871,-1.0011333225476964,-5.816392486225554,1.6738119523883584e-06,1.2330310623144465e-05,7386,UQCRFS1,4.909025982591749
gene_1050,6.732289355575655,9.362215634522713,-2.6299262789470577,-7.09619935721797,1.7153838774777679e-06,1.260128974924831e-05,1050,CEBPA,4.899585002317696
gene_5355,8.525026146614207,7.493886871410739,1.0311392752034685,5.8564870053633875,1.7827161227824176e-06,1.3031037393553707e-05,5355,PLP2,4.8850210089718304
gene_5734,4.856626982138356,5.877509240627288,-1.0208822584889319,-6.352554399870834,1.7837851617616256e-06,1.3031037393553707e-05,5734,PTGER4,4.8850210089718304
gene_2328,3.554811335554151,4.67748711546295,-1.1226757799087985,-6.659362793490116,1.7899896388975084e-06,1.3063056232678392e-05,2328,FMO3,4.883955203634652
gene_3903,5.545207098720793,6.678993016021978,-1.1337859173011848,-6.703083647567153,1.8551775655583737e-06,1.3477771145551496e-05,3903,LAIR1,4.870381922283056
gene_10110,3.9529244628746785,5.496448406841228,-1.5435239439665498,-7.178389301970137,1.8948400041736518e-06,1.3702886000878506e-05,10110,SGK2,4.863187955306453
gene_2632,8.696125916982378,10.800114924358708,-2.103989007376329,-6.922100678121614,1.9015231720354006e-06,1.3738635397587884e-05,2632,GBE1,4.862056401827329
gene_701,6.825629963435332,4.796498344737158,2.029131618698174,6.560571388299999,1.951249627081408e-06,1.4085025872999889e-05,701,BUB1B,4.851242350915285
gene_2908,6.831884792492431,8.230390438651316,-1.3985056461588847,-6.522321335856271,1.9983707928493544e-06,1.4372617623981195e-05,2908,NR3C1,4.842464128447377
gene_8736,4.887199953908592,6.945192091120249,-2.0579921372116567,-7.064531345735231,2.0002781807230466e-06,1.4373245489690536e-05,8736,MYOM1,4.84244515677052
gene_1602,6.26989060700225,5.101160711091679,1.1687298959105714,5.189987004204792,2.0297469926938373e-06,1.4545292197189867e-05,1602,DACH1,4.837277549882542
gene_230,5.867922789878256,8.575177678421504,-2.7072548885432477,-6.933162419503176,2.0390437666277073e-06,1.459866602453219e-05,230,ALDOC,4.83568682672603
gene_6453,3.970976222214369,5.020844342464113,-1.0498681202497444,-7.075049387790029,2.0690993243826856e-06,1.4793685502376148e-05,6453,ITSN1,4.8299236181631375
gene_8877,6.79815453625492,5.640483803115256,1.157670733139664,6.125478953151985,2.0972003822972763e-06,1.4960787189703332e-05,8877,SPHK1,4.825045554656712
gene_412,4.460047141480948,5.713796831351812,-1.2537496898708635,-6.71066846800409,2.1056305727368697e-06,1.500736880225908e-05,412,STS,4.823695444654013
gene_11343,7.590010894397037,10.237984442290795,-2.6479735478937583,-6.748269630872167,2.1119661479083145e-06,1.50254024054342e-05,11343,MGLL,4.8231738880360835
gene_3040,6.223583708949274,10.246242311919232,-4.022658602969958,-7.029501817591244,2.18825902468422e-06,1.5449868613829617e-05,3040,HBA2,4.811075209477426
gene_6867,5.007512625786462,6.223886973052707,-1.2163743472662452,-6.6924599726946,2.192961493164251e-06,1.5462336528141154e-05,6867,TACC1,4.810724878813205
gene_5349,8.780688017478344,6.8365122669403275,1.9441757505380162,6.55642404948373,2.212771172630906e-06,1.557420138169899e-05,5349,FXYD3,4.807594213973043
gene_10671,6.638984263482048,7.984152086680788,-1.3451678231987394,-6.452679687871085,2.3153086280467923e-06,1.6252437542831573e-05,10671,DCTN6,4.789081494253609
gene_23452,5.662648623992998,7.728126169830263,-2.0654775458372656,-6.90362915816484,2.3339630827162372e-06,1.6368833449564944e-05,23452,ANGPTL2,4.785982270158562
gene_8622,3.3902373109126156,4.880270489704068,-1.4900331787914523,-6.822960231835414,2.417372634704932e-06,1.6878860916237707e-05,8622,PDE8B,4.772656865440491
gene_399,6.073878264222627,4.458274166025782,1.6156040981968456,5.948198774403574,2.4576479091953707e-06,1.709959959375845e-05,399,RHOH,4.767014058979611
gene_23433,6.265276692509698,8.103752052928904,-1.8384753604192063,-6.87276440717912,2.466719008951609e-06,1.7147605645854625e-05,23433,RHOQ,4.765796512786702
gene_22837,3.75112726265617,5.072723941548995,-1.321596678892825,-6.944736418853727,2.587892820840128e-06,1.7895437483515313e-05,22837,COBLL1,4.747257680098553
gene_10752,3.0422027137291137,4.485511483164906,-1.4433087694357924,-6.711904744820442,2.6045546031845483e-06,1.7979167571108724e-05,10752,CHL1,4.7452304198131925
gene_128,7.655435415481875,9.356884589285306,-1.7014491738034305,-6.673256094262955,2.6172784150840016e-06,1.8051220649710356e-05,128,ADH5,4.743493425142847
gene_5602,4.081524948854075,5.383132505824485,-1.30160755697041,-6.884912368625864,2.6322461726960393e-06,1.813861084274051e-05,5602,MAPK10,4.741395976726524
gene_7035,3.8754052175318603,4.968432244610485,-1.0930270270786244,-5.864991395049392,2.720900542882209e-06,1.8603421287567797e-05,7035,TFPI,4.730407178917835
gene_858,4.813367790252459,7.571256227444444,-2.7578884371919843,-6.789188664553629,2.7548105651730336e-06,1.881310188371878e-05,858,CAV2,4.72553959254533
gene_60370,6.991994237777854,9.18465493119636,-2.192660693418505,-6.804399693753957,2.7582554590615986e-06,1.881310188371878e-05,60370,AVPI1,4.72553959254533
gene_22836,5.035577300242885,6.550688702240148,-1.5151114019972631,-6.437847992119782,2.761329364254089e-06,1.8814302236371834e-05,22836,RHOBTB3,4.725511883669529
gene_2012,4.9068019288071,6.992470822912514,-2.085668894105414,-6.880501429565532,2.7867161690440657e-06,1.893863819874439e-05,2012,EMP1,4.722651252578451
gene_4217,6.484656244513672,7.568244702664996,-1.0835884581513247,-6.015022161185897,2.9470734007413772e-06,1.9874499270413884e-05,4217,MAP3K5,4.70170380439907
gene_1805,5.908896230995986,9.356440355198387,-3.447544124202401,-6.7403843000558235,3.069148480790339e-06,2.055730750873733e-05,1805,DPT,4.687033767627701
gene_5209,8.146025960051801,10.247463638296423,-2.101437678244622,-6.501089455823132,3.095820668053619e-06,2.066584599798768e-05,5209,PFKFB3,4.684746811299899
gene_1318,6.4060600461563055,7.606282485440893,-1.2002224392845875,-6.020851843879933,3.1258149697934536e-06,2.0795754689518872e-05,1318,SLC31A2,4.6820253142244495
gene_4239,5.440565604963971,7.317901544668885,-1.8773359397049143,-6.569235329966623,3.210212752909294e-06,2.1296488889628166e-05,4239,MFAP4,4.671691991939334
gene_2180,6.271929853685571,9.768420206463823,-3.4964903527782516,-6.71635273462466,3.3165947816129445e-06,2.195402262397102e-05,2180,ACSL1,4.658485892582117
gene_3489,6.213753650685386,9.069750872892628,-2.8559972222072423,-6.689775290822997,3.3364391266333077e-06,2.204841822847132e-05,3489,IGFBP6,4.6566225617193755
gene_857,7.354639431054651,10.714945976670602,-3.360306545615951,-6.594713646180433,3.4239503677272407e-06,2.2551239411127623e-05,857,CAV1,4.646829584401467
gene_2770,4.378899009830414,7.6968536178987055,-3.317954608068291,-6.719722425956729,3.4335469069592046e-06,2.2576785948590205e-05,2770,GNAI1,4.646337884560917
gene_4190,9.335522466708564,11.181208255222392,-1.845685788513828,-6.481870288807487,3.4872091419535277e-06,2.289151337822694e-05,4190,MDH1,4.640325494783441
gene_23710,6.804922475591817,8.064703147676383,-1.259780672084566,-6.56072090025598,3.501204177061669e-06,2.29642935101794e-05,23710,GABARAPL1,4.638946910984148
gene_23768,4.635176589078443,5.6371084422775235,-1.0019318531990802,-6.141510028276941,3.5559877693149844e-06,2.330426175458957e-05,23768,FLRT2,4.632564650336472
gene_3838,8.762357548617443,7.353231813698651,1.409125734918792,6.0775058505326465,3.563569607281395e-06,2.3334584733583067e-05,3838,KPNA2,4.631999923491837
gene_8727,5.819506639773127,7.878271558518869,-2.0587649187457417,-6.5747124358362115,3.5792934442698957e-06,2.3398741994535897e-05,8727,CTNNAL1,4.630807491287198
gene_10555,6.254472725491823,8.394175897427688,-2.1397031719358655,-6.748351823439687,3.72302730315938e-06,2.4258041759941934e-05,10555,AGPAT2,4.615144260649046
gene_9586,4.034593360452814,5.238970697047658,-1.2043773365948436,-6.613593947231549,3.7814061733297213e-06,2.4618107626368352e-05,9586,CREB5,4.608745333980352
gene_10516,5.450049791908153,7.705398420364361,-2.2553486284562076,-6.560287098269449,3.884512279244762e-06,2.5226968313483458e-05,10516,FBLN5,4.598134938298781
gene_368,4.518410684252934,5.980119382579272,-1.4617086983263379,-6.389277206511669,3.931532085964431e-06,2.5490401381659367e-05,368,ABCC6,4.593623325909023
gene_9365,2.6622720024083417,3.805587755321875,-1.1433157529135332,-6.6940489348034005,4.0685862779044774e-06,2.624969431095724e-05,9365,KL,4.580875749775642
gene_3910,4.504813204432573,5.763267068697238,-1.2584538642646654,-6.683875795065881,4.100102165670243e-06,2.6409875042657346e-05,3910,LAMA4,4.578233653636422
gene_57538,4.1456865165866015,5.579156302817159,-1.4334697862305577,-6.6680773761493075,4.130090742093395e-06,2.6543413349608312e-05,57538,ALPK3,4.576043229791813
gene_338,2.9584137415219396,4.116089705757945,-1.1576759642360055,-6.772516882012734,4.185442238754668e-06,2.6806518539696364e-05,338,APOB,4.571759585762652
gene_4487,4.715799064366877,5.749360109121975,-1.033561044755098,-6.339741640324948,4.193757011218038e-06,2.6836077113326526e-05,4487,MSX1,4.571280968851465
gene_2534,5.499668093391077,6.898714327796455,-1.399046234405378,-6.244610282866019,4.2412946136774555e-06,2.7054526303885997e-05,2534,FYN,4.567760065701438
gene_4599,8.624802374443833,7.240324332646666,1.3844780417971672,5.341486641288804,4.25815863969126e-06,2.7140176575982146e-05,4599,MX1,4.566387331115293
gene_6383,6.166756082775266,7.9809324256755945,-1.8141763429003284,-6.124823330097376,4.348008595926982e-06,2.7645912948498694e-05,6383,SDC2,4.558369063820793
gene_9104,4.750293194574697,6.1629379306935315,-1.4126447361188346,-6.461801790009663,4.409695360450669e-06,2.7970573703999144e-05,9104,RGN,4.553298625729801
gene_57088,6.417595770484635,8.89266641891769,-2.4750706484330554,-6.427574505663799,4.4478389947318845e-06,2.8189875233866526e-05,57088,PLSCR4,4.549906846276791
gene_84263,4.744388007305766,6.436777905270414,-1.6923898979646488,-6.543637141212327,4.492964705696129e-06,2.8407479808552706e-05,84263,HSDL2,4.546567293337515
gene_23016,6.608256678358707,7.695037717792584,-1.0867810394338768,-6.480878772199199,4.610892306466833e-06,2.9083240051252858e-05,23016,EXOSC7,4.536357212049744
gene_3953,3.9161612491458597,4.934783266179728,-1.0186220170338687,-6.54934202978073,4.624741857601423e-06,2.914731560213762e-05,3953,LEPR,4.5354014365434505
gene_51705,4.655435323304965,6.004560816801943,-1.3491254934969783,-6.224928905538078,4.644979115047191e-06,2.9234073680766564e-05,51705,EMCN,4.534110662788049
gene_2643,6.97018287792324,5.586523835636552,1.3836590422866886,5.617244386868575,4.8223802378398696e-06,3.0200108436337392e-05,2643,GCH1,4.519991497664756
